"NAME","n_facilities_within_1km","near_pps"
"King",12,TRUE
"Montgomery",12,TRUE
"Scott",12,TRUE
"Anne Arundel",12,TRUE
"Denver",12,TRUE
"Santa Barbara",12,TRUE
"Western Connecticut",12,TRUE
"Craven",12,TRUE
"Reeves",12,TRUE
"Wayne",12,TRUE
"Murray",12,TRUE
"Whatcom",12,TRUE
"Gooding",12,TRUE
"Jackson",12,TRUE
"Calcasieu",12,TRUE
"Jackson",12,TRUE
"Winnebago",12,TRUE
"Lea",12,TRUE
"Nobles",12,TRUE
"Outagamie",12,TRUE
"Linn",12,TRUE
"White",12,TRUE
"York",11,TRUE
"Alachua",11,TRUE
"Edgecombe",11,TRUE
"Mecklenburg",11,TRUE
"Beaufort",11,TRUE
"Lane",11,TRUE
"Franklin",11,TRUE
"Pittsylvania",11,TRUE
"Plumas",11,TRUE
"Darlington",11,TRUE
"Churchill",11,TRUE
"Cattaraugus",11,TRUE
"Franklin",11,TRUE
"Jackson",11,TRUE
"Cherokee",11,TRUE
"Windsor",11,TRUE
"Aroostook",11,TRUE
"Orange",11,TRUE
"Ector",11,TRUE
"Warren",11,TRUE
"Lee",11,TRUE
"Lee",11,TRUE
"Madison",11,TRUE
"Lake",11,TRUE
"Steuben",11,TRUE
"Wabasha",11,TRUE
"Kane",11,TRUE
"Alamance",11,TRUE
"Warren",11,TRUE
"Tompkins",11,TRUE
"Dallas",11,TRUE
"Greene",11,TRUE
"Montgomery",11,TRUE
"Bonneville",11,TRUE
"Kent",10,TRUE
"Clay",10,TRUE
"Baker",10,TRUE
"Allegheny",10,TRUE
"Brevard",10,TRUE
"Anson",10,TRUE
"Sherman",10,TRUE
"Wayne",10,TRUE
"Victoria",10,TRUE
"Burke",10,TRUE
"Cuyahoga",10,TRUE
"Richmond",10,TRUE
"Northampton",10,TRUE
"Morton",10,TRUE
"Utah",10,TRUE
"Lower Connecticut River Valley",10,TRUE
"Benton",10,TRUE
"McHenry",10,TRUE
"DeKalb",10,TRUE
"Rockland",10,TRUE
"Allegany",10,TRUE
"Greenville",10,TRUE
"Baltimore",10,TRUE
"Ottawa",10,TRUE
"St. Lucie",10,TRUE
"Rockingham",10,TRUE
"Sussex",10,TRUE
"Person",10,TRUE
"Sibley",10,TRUE
"Miami-Dade",10,TRUE
"Champaign",10,TRUE
"Washington",10,TRUE
"Lowndes",9,TRUE
"St. Clair",9,TRUE
"Chautauqua",9,TRUE
"Onslow",9,TRUE
"Halifax",9,TRUE
"Bedford",9,TRUE
"Yuma",9,TRUE
"Rockingham",9,TRUE
"Carson",9,TRUE
"Madison",9,TRUE
"Newport",9,TRUE
"Oconee",9,TRUE
"El Paso",9,TRUE
"Juneau",9,TRUE
"Mono",9,TRUE
"Pender",9,TRUE
"Stanly",9,TRUE
"Florence",9,TRUE
"Garrett",9,TRUE
"Jones",9,TRUE
"Chippewa",9,TRUE
"Montrose",9,TRUE
"Cambria",9,TRUE
"Doña Ana",9,TRUE
"Washington",9,TRUE
"Genesee",9,TRUE
"Perquimans",9,TRUE
"Hillsborough",9,TRUE
"Campbell",9,TRUE
"Ada",9,TRUE
"St. Joseph",9,TRUE
"Franklin",9,TRUE
"Storey",9,TRUE
"Northwest Hills",9,TRUE
"Bradford",9,TRUE
"McLean",9,TRUE
"Granville",9,TRUE
"Alamosa",9,TRUE
"Kossuth",9,TRUE
"Tioga",9,TRUE
"Converse",9,TRUE
"Ogle",9,TRUE
"Torrance",9,TRUE
"Upton",9,TRUE
"Palm Beach",9,TRUE
"Valencia",9,TRUE
"Washtenaw",9,TRUE
"Garfield",9,TRUE
"Escambia",8,TRUE
"Worth",8,TRUE
"Accomack",8,TRUE
"Lake",8,TRUE
"Westmoreland",8,TRUE
"Louisa",8,TRUE
"Sussex",8,TRUE
"Mesa",8,TRUE
"Chester",8,TRUE
"Andrews",8,TRUE
"Orleans",8,TRUE
"Queen Anne's",8,TRUE
"St. Louis",8,TRUE
"Prince William",8,TRUE
"Pierce",8,TRUE
"Sutter",8,TRUE
"Lee",8,TRUE
"Guadalupe",8,TRUE
"Sandoval",8,TRUE
"Kittitas",8,TRUE
"Bertie",8,TRUE
"Lucas",8,TRUE
"Jefferson",8,TRUE
"Davidson",8,TRUE
"Linn",8,TRUE
"Starr",8,TRUE
"Passaic",8,TRUE
"Greene",8,TRUE
"Cowlitz",8,TRUE
"Manatee",8,TRUE
"Berrien",8,TRUE
"Schuylkill",8,TRUE
"Wood",8,TRUE
"Lancaster",8,TRUE
"Walton",8,TRUE
"Rock",8,TRUE
"Shiawassee",8,TRUE
"Black Hawk",8,TRUE
"Morgan",8,TRUE
"Denton",8,TRUE
"Grayson",8,TRUE
"Kay",8,TRUE
"Beaver",8,TRUE
"Whiteside",8,TRUE
"Kent",8,TRUE
"Bureau",8,TRUE
"Butler",8,TRUE
"Cochise",8,TRUE
"Jasper",8,TRUE
"Polk",8,TRUE
"Berks",8,TRUE
"Yadkin",8,TRUE
"Luzerne",8,TRUE
"Wood",8,TRUE
"Chaves",8,TRUE
"Taylor",8,TRUE
"Chesapeake",8,TRUE
"Hancock",8,TRUE
"Cecil",7,TRUE
"Marquette",7,TRUE
"Martin",7,TRUE
"Calhoun",7,TRUE
"Yuba",7,TRUE
"Power",7,TRUE
"Deschutes",7,TRUE
"Muscogee",7,TRUE
"San Mateo",7,TRUE
"Chambers",7,TRUE
"Frederick",7,TRUE
"Berkeley",7,TRUE
"Rio Arriba",7,TRUE
"San Patricio",7,TRUE
"Paulding",7,TRUE
"Cascade",7,TRUE
"Armstrong",7,TRUE
"Williamson",7,TRUE
"Burke",7,TRUE
"Chesterfield",7,TRUE
"Charles",7,TRUE
"Hampton",7,TRUE
"Yellow Medicine",7,TRUE
"Amherst",7,TRUE
"Yakima",7,TRUE
"Washington",7,TRUE
"Floyd",7,TRUE
"Jefferson",7,TRUE
"Cayuga",7,TRUE
"Union",7,TRUE
"Surry",7,TRUE
"Howard",7,TRUE
"Indian River",7,TRUE
"Cabarrus",7,TRUE
"Windham",7,TRUE
"Tippecanoe",7,TRUE
"Carlton",7,TRUE
"Ford",7,TRUE
"Wilson",7,TRUE
"Hendry",7,TRUE
"Gratiot",7,TRUE
"Polk",7,TRUE
"Tehama",7,TRUE
"Hill",7,TRUE
"Atchison",7,TRUE
"Winnebago",7,TRUE
"Marathon",7,TRUE
"Lassen",7,TRUE
"Spokane",7,TRUE
"DeSoto",7,TRUE
"Calhoun",7,TRUE
"Meeker",7,TRUE
"Mower",7,TRUE
"Tuscola",7,TRUE
"Milwaukee",7,TRUE
"Adams",7,TRUE
"Chemung",7,TRUE
"Grady",7,TRUE
"Decatur",7,TRUE
"Cortland",7,TRUE
"Seneca",7,TRUE
"Grant",7,TRUE
"Oliver",7,TRUE
"Vermilion",7,TRUE
"Columbia",7,TRUE
"Dickinson",7,TRUE
"Cottonwood",7,TRUE
"Delta",6,TRUE
"Iron",6,TRUE
"Horry",6,TRUE
"Aiken",6,TRUE
"Thurston",6,TRUE
"Park",6,TRUE
"Putnam",6,TRUE
"Livingston",6,TRUE
"Centre",6,TRUE
"Cumberland",6,TRUE
"Pickens",6,TRUE
"Wharton",6,TRUE
"Moore",6,TRUE
"Lewis",6,TRUE
"Santa Rosa",6,TRUE
"Effingham",6,TRUE
"Brunswick",6,TRUE
"Waldo",6,TRUE
"Somerset",6,TRUE
"Strafford",6,TRUE
"Taos",6,TRUE
"Mitchell",6,TRUE
"Osceola",6,TRUE
"Richland",6,TRUE
"Union",6,TRUE
"Calhoun",6,TRUE
"Montgomery",6,TRUE
"Ward",6,TRUE
"Buncombe",6,TRUE
"Essex",6,TRUE
"Cherokee",6,TRUE
"DuPage",6,TRUE
"Jefferson",6,TRUE
"Rusk",6,TRUE
"Volusia",6,TRUE
"Humboldt",6,TRUE
"Delaware",6,TRUE
"Spotsylvania",6,TRUE
"Cassia",6,TRUE
"Faribault",6,TRUE
"Hardee",6,TRUE
"Rockingham",6,TRUE
"Taylor",6,TRUE
"Rabun",6,TRUE
"Hanover",6,TRUE
"Fayette",6,TRUE
"Sullivan",6,TRUE
"Napa",6,TRUE
"Indiana",6,TRUE
"Hamilton",6,TRUE
"Tulsa",6,TRUE
"Garfield",6,TRUE
"Collin",6,TRUE
"Caswell",6,TRUE
"Lamar",6,TRUE
"Haskell",6,TRUE
"Broward",6,TRUE
"Lamoille",6,TRUE
"Bay",6,TRUE
"Early",6,TRUE
"Davie",6,TRUE
"Polk",6,TRUE
"Dougherty",6,TRUE
"Broome",6,TRUE
"Butler",6,TRUE
"Pratt",6,TRUE
"Williams",6,TRUE
"Vernon",6,TRUE
"Willacy",6,TRUE
"Montgomery",6,TRUE
"Lubbock",6,TRUE
"Barnwell",6,TRUE
"Chester",6,TRUE
"Grundy",6,TRUE
"Williamson",6,TRUE
"Sangamon",6,TRUE
"Cass",6,TRUE
"Sandusky",6,TRUE
"St. Louis",6,TRUE
"Oldham",6,TRUE
"Brookings",6,TRUE
"St. Clair",6,TRUE
"Freeborn",6,TRUE
"Fillmore",6,TRUE
"Orleans",6,TRUE
"Manassas",6,TRUE
"Barron",6,TRUE
"Trumbull",6,TRUE
"Manitowoc",6,TRUE
"Sweetwater",6,TRUE
"Iredell",6,TRUE
"Laramie",6,TRUE
"Poweshiek",6,TRUE
"Marshall",6,TRUE
"Quay",6,TRUE
"Jeff Davis",6,TRUE
"Borden",6,TRUE
"Hancock",6,TRUE
"West Baton Rouge",6,TRUE
"Ramsey",6,TRUE
"Macon",6,TRUE
"Woodward",6,TRUE
"Madison",6,TRUE
"San Francisco",6,TRUE
"Wilbarger",6,TRUE
"Darke",6,TRUE
"Osceola",6,TRUE
"Bell",6,TRUE
"Kit Carson",6,TRUE
"Canadian",6,TRUE
"Lincoln",6,TRUE
"Curry",6,TRUE
"Luna",6,TRUE
"Henry",6,TRUE
"St. Charles",6,TRUE
"Pasco",5,TRUE
"Chatham",5,TRUE
"Elmore",5,TRUE
"Alpena",5,TRUE
"Currituck",5,TRUE
"Swain",5,TRUE
"York",5,TRUE
"Hamilton",5,TRUE
"East Baton Rouge",5,TRUE
"Morrison",5,TRUE
"Jackson",5,TRUE
"Henry",5,TRUE
"Wasatch",5,TRUE
"Henrico",5,TRUE
"Stevens",5,TRUE
"Douglas",5,TRUE
"Multnomah",5,TRUE
"Talladega",5,TRUE
"Henderson",5,TRUE
"Kent",5,TRUE
"Dukes",5,TRUE
"Menominee",5,TRUE
"Greene",5,TRUE
"Isle of Wight",5,TRUE
"Whitman",5,TRUE
"Amador",5,TRUE
"Clarendon",5,TRUE
"Crane",5,TRUE
"Autauga",5,TRUE
"Cache",5,TRUE
"Trinity",5,TRUE
"Mobile",5,TRUE
"Jasper",5,TRUE
"Shelby",5,TRUE
"Boone",5,TRUE
"Dewey",5,TRUE
"Dorchester",5,TRUE
"Salem",5,TRUE
"St. Mary",5,TRUE
"Skagit",5,TRUE
"Snohomish",5,TRUE
"Wicomico",5,TRUE
"Chippewa",5,TRUE
"Adams",5,TRUE
"Siskiyou",5,TRUE
"Graham",5,TRUE
"Lewis and Clark",5,TRUE
"Greensville",5,TRUE
"Kenedy",5,TRUE
"Iberville",5,TRUE
"Grays Harbor",5,TRUE
"Bosque",5,TRUE
"Montezuma",5,TRUE
"Camden",5,TRUE
"Walla Walla",5,TRUE
"Greenwood",5,TRUE
"Davidson",5,TRUE
"Grant",5,TRUE
"Lee",5,TRUE
"Wayne",5,TRUE
"Franklin",5,TRUE
"Pinellas",5,TRUE
"Navajo",5,TRUE
"Jackson",5,TRUE
"Mitchell",5,TRUE
"Allegan",5,TRUE
"Washington",5,TRUE
"Bastrop",5,TRUE
"Jack",5,TRUE
"Coke",5,TRUE
"Hansford",5,TRUE
"Otero",5,TRUE
"Platte",5,TRUE
"Lyon",5,TRUE
"Hamilton",5,TRUE
"Monroe",5,TRUE
"Greene",5,TRUE
"Peoria",5,TRUE
"Morgan",5,TRUE
"Lee",5,TRUE
"Neosho",5,TRUE
"Lincoln",5,TRUE
"Racine",5,TRUE
"Falls",5,TRUE
"Sheboygan",5,TRUE
"Brown",5,TRUE
"Delaware",5,TRUE
"Guthrie",5,TRUE
"Hendricks",5,TRUE
"Douglas",5,TRUE
"Boone",5,TRUE
"Jasper",5,TRUE
"Millard",5,TRUE
"Bennington",5,TRUE
"Pottawattamie",5,TRUE
"Muscatine",5,TRUE
"Dickinson",5,TRUE
"Dodge",5,TRUE
"Dunn",5,TRUE
"Henry",5,TRUE
"Jefferson",5,TRUE
"Randolph",5,TRUE
"Sterling",5,TRUE
"Monongalia",5,TRUE
"Forsyth",5,TRUE
"Dakota",5,TRUE
"Medina",5,TRUE
"Harper",5,TRUE
"Glasscock",5,TRUE
"Blair",5,TRUE
"Oklahoma",5,TRUE
"Isanti",5,TRUE
"Murray",5,TRUE
"Yellowstone",5,TRUE
"Dawson",5,TRUE
"Columbia",5,TRUE
"Orange",5,TRUE
"Zapata",5,TRUE
"Webster",5,TRUE
"Chowan",5,TRUE
"Lincoln",5,TRUE
"Adams",5,TRUE
"Orange",5,TRUE
"Jackson",5,TRUE
"Tama",5,TRUE
"Sanpete",5,TRUE
"Saginaw",5,TRUE
"Clay",5,TRUE
"Dubuque",5,TRUE
"Cibola",5,TRUE
"Hutchinson",5,TRUE
"Custer",5,TRUE
"Coffey",5,TRUE
"Webster",5,TRUE
"Antelope",5,TRUE
"Durham",5,TRUE
"Mayes",5,TRUE
"Benton",5,TRUE
"Douglas",5,TRUE
"Cerro Gordo",5,TRUE
"Florence",5,TRUE
"Okeechobee",5,TRUE
"Caldwell",5,TRUE
"Montcalm",5,TRUE
"Heard",5,TRUE
"Grant",5,TRUE
"Thomas",5,TRUE
"Rock",5,TRUE
"Orleans",5,TRUE
"Fairfield",5,TRUE
"Johnson",5,TRUE
"Lincoln",5,TRUE
"Cooke",5,TRUE
"Santa Cruz",4,TRUE
"Columbia",4,TRUE
"Owyhee",4,TRUE
"Perry",4,TRUE
"Jay",4,TRUE
"Talbot",4,TRUE
"Stokes",4,TRUE
"Osage",4,TRUE
"Val Verde",4,TRUE
"Jefferson",4,TRUE
"Berkeley",4,TRUE
"Huerfano",4,TRUE
"DeKalb",4,TRUE
"Bulloch",4,TRUE
"Twiggs",4,TRUE
"Daviess",4,TRUE
"Clay",4,TRUE
"Gray",4,TRUE
"Sagadahoc",4,TRUE
"Burnet",4,TRUE
"Weber",4,TRUE
"Montgomery",4,TRUE
"Marin",4,TRUE
"Henderson",4,TRUE
"Pasquotank",4,TRUE
"Washington",4,TRUE
"Beaufort",4,TRUE
"Rock Island",4,TRUE
"Lake",4,TRUE
"Franklin",4,TRUE
"Carroll",4,TRUE
"Clark",4,TRUE
"Wayne",4,TRUE
"De Witt",4,TRUE
"San Benito",4,TRUE
"Houston",4,TRUE
"Mills",4,TRUE
"Northumberland",4,TRUE
"Matagorda",4,TRUE
"Campbell",4,TRUE
"Chelan",4,TRUE
"Fremont",4,TRUE
"Washington",4,TRUE
"Murray",4,TRUE
"Yavapai",4,TRUE
"Hamilton",4,TRUE
"Box Elder",4,TRUE
"Bibb",4,TRUE
"Marion",4,TRUE
"Ascension",4,TRUE
"Allendale",4,TRUE
"Young",4,TRUE
"Bee",4,TRUE
"Suwannee",4,TRUE
"Rusk",4,TRUE
"Rosebud",4,TRUE
"Colfax",4,TRUE
"Putnam",4,TRUE
"Navarro",4,TRUE
"Fremont",4,TRUE
"Mecklenburg",4,TRUE
"Flathead",4,TRUE
"Southampton",4,TRUE
"Clinton",4,TRUE
"Crockett",4,TRUE
"Callaway",4,TRUE
"Nassau",4,TRUE
"Surry",4,TRUE
"Lincoln",4,TRUE
"Davis",4,TRUE
"Prowers",4,TRUE
"Itasca",4,TRUE
"Chesterfield",4,TRUE
"Miami",4,TRUE
"Clark",4,TRUE
"Porter",4,TRUE
"Wyandotte",4,TRUE
"Douglas",4,TRUE
"Washington",4,TRUE
"Ellis",4,TRUE
"Fond du Lac",4,TRUE
"Richland",4,TRUE
"Auglaize",4,TRUE
"Henry",4,TRUE
"Belknap",4,TRUE
"Cedar",4,TRUE
"Finney",4,TRUE
"Lyon",4,TRUE
"Mason",4,TRUE
"Livingston",4,TRUE
"St. Francois",4,TRUE
"Wheatland",4,TRUE
"Independence",4,TRUE
"Otoe",4,TRUE
"Upson",4,TRUE
"Sedgwick",4,TRUE
"Hunt",4,TRUE
"Concho",4,TRUE
"St. James",4,TRUE
"La Crosse",4,TRUE
"Hughes",4,TRUE
"Douglas",4,TRUE
"Pulaski",4,TRUE
"Adams",4,TRUE
"Grundy",4,TRUE
"Palo Alto",4,TRUE
"Pocahontas",4,TRUE
"Hot Spring",4,TRUE
"Polk",4,TRUE
"Sullivan",4,TRUE
"Bay",4,TRUE
"Sanilac",4,TRUE
"Clayton",4,TRUE
"Portage",4,TRUE
"Kootenai",4,TRUE
"Sumner",4,TRUE
"Iowa",4,TRUE
"Martin",4,TRUE
"Harris",4,TRUE
"Harney",4,TRUE
"Tazewell",4,TRUE
"McDonough",4,TRUE
"Logan",4,TRUE
"Fluvanna",4,TRUE
"Knox",4,TRUE
"Mercer",4,TRUE
"Wayne",4,TRUE
"Oakland",4,TRUE
"Brown",4,TRUE
"Lackawanna",4,TRUE
"Kalamazoo",4,TRUE
"Burleigh",4,TRUE
"Franklin",4,TRUE
"Todd",4,TRUE
"Jefferson",4,TRUE
"Branch",4,TRUE
"Iosco",4,TRUE
"San Miguel",4,TRUE
"Schuyler",4,TRUE
"Clarke",4,TRUE
"Meriwether",4,TRUE
"Cheboygan",4,TRUE
"Nye",4,TRUE
"Kingfisher",4,TRUE
"Lorain",4,TRUE
"Columbia",4,TRUE
"Bremer",4,TRUE
"Polk",4,TRUE
"Washington",4,TRUE
"Macon",4,TRUE
"Ford",4,TRUE
"Carbon",4,TRUE
"Tallapoosa",4,TRUE
"McLennan",4,TRUE
"Boone",4,TRUE
"Crosby",4,TRUE
"Union",4,TRUE
"Lycoming",4,TRUE
"Columbia",4,TRUE
"Alexander",4,TRUE
"Richland",4,TRUE
"Haywood",4,TRUE
"Elkhart",4,TRUE
"St. Joseph",4,TRUE
"Russell",4,TRUE
"Ouachita",4,TRUE
"Lauderdale",4,TRUE
"McNairy",4,TRUE
"Kent",4,TRUE
"Cobb",4,TRUE
"Taylor",4,TRUE
"Madison",4,TRUE
"Miami",4,TRUE
"Fremont",4,TRUE
"Hardin",4,TRUE
"Manistee",4,TRUE
"Montgomery",4,TRUE
"Covington",4,TRUE
"Lauderdale",4,TRUE
"Eaton",4,TRUE
"Clay",4,TRUE
"Ingham",4,TRUE
"Houston",3,TRUE
"Mississippi",3,TRUE
"La Plata",3,TRUE
"Glynn",3,TRUE
"Habersham",3,TRUE
"Clinton",3,TRUE
"Washington",3,TRUE
"Caddo",3,TRUE
"Lowndes",3,TRUE
"Lincoln",3,TRUE
"Grand Traverse",3,TRUE
"Maverick",3,TRUE
"Harrison",3,TRUE
"Pleasants",3,TRUE
"Grand",3,TRUE
"Gilchrist",3,TRUE
"Washington",3,TRUE
"Mercer",3,TRUE
"Brown",3,TRUE
"Sanders",3,TRUE
"Yates",3,TRUE
"Cleveland",3,TRUE
"Anderson",3,TRUE
"Pulaski",3,TRUE
"Sauk",3,TRUE
"Leon",3,TRUE
"Coconino",3,TRUE
"La Paz",3,TRUE
"Apache",3,TRUE
"New Hanover",3,TRUE
"Macon",3,TRUE
"Marlboro",3,TRUE
"Georgetown",3,TRUE
"Caribou",3,TRUE
"Harrison",3,TRUE
"Scott",3,TRUE
"Nemaha",3,TRUE
"Colbert",3,TRUE
"St. Bernard",3,TRUE
"Warren",3,TRUE
"Cass",3,TRUE
"Big Horn",3,TRUE
"Roosevelt",3,TRUE
"Cape May",3,TRUE
"San Juan",3,TRUE
"Grant",3,TRUE
"Garrard",3,TRUE
"Westmoreland",3,TRUE
"Fairfax",3,TRUE
"Mason",3,TRUE
"Grant",3,TRUE
"Uinta",3,TRUE
"White",3,TRUE
"Colusa",3,TRUE
"Eagle",3,TRUE
"Calhoun",3,TRUE
"Marion",3,TRUE
"Loudon",3,TRUE
"Otsego",3,TRUE
"Lander",3,TRUE
"Sierra",3,TRUE
"Otsego",3,TRUE
"Chenango",3,TRUE
"Hoke",3,TRUE
"McLean",3,TRUE
"Dauphin",3,TRUE
"Leelanau",3,TRUE
"Macomb",3,TRUE
"Franklin",3,TRUE
"Williams",3,TRUE
"Essex",3,TRUE
"Jefferson",3,TRUE
"Emery",3,TRUE
"Richmond",3,TRUE
"Natrona",3,TRUE
"Jefferson",3,TRUE
"Spencer",3,TRUE
"Knox",3,TRUE
"Fauquier",3,TRUE
"Vigo",3,TRUE
"Bannock",3,TRUE
"Crook",3,TRUE
"Jefferson",3,TRUE
"Robertson",3,TRUE
"Jasper",3,TRUE
"Culberson",3,TRUE
"Chaffee",3,TRUE
"Seminole",3,TRUE
"Brazos",3,TRUE
"Cass",3,TRUE
"Clearfield",3,TRUE
