"NAME","facility_density"
"Ada",0.327617130333328
"Kay",0.326841586193484
"Weld",0.326779596287735
"Bertie",0.326722693464366
"Gilchrist",0.32613876909578
"Vanderburgh",0.326060336508124
"Valencia",0.32548907941261
"Caldwell",0.325429501728662
"Alpena",0.325378148734314
"El Dorado",0.324204701137639
"Burke",0.323627961255119
"Darke",0.321883736068355
"Sibley",0.321435537120072
"Putnam",0.321233763341657
"Faribault",0.320881419677458
"Orleans",0.320727544570018
"Washtenaw",0.320677285913329
"Freeborn",0.320674419216115
"Chautauqua",0.320346377768237
"Lee",0.320045705943173
"Lebanon",0.319506948465243
"Twiggs",0.319414902184806
"Rockingham",0.318805858511052
"Amador",0.318577370229714
"Herkimer",0.318005896004849
"Ford",0.317611392129339
"Kossuth",0.316994379879948
"Cayuga",0.315024290513787
"Pratt",0.314863208478407
"Monterey",0.31465539019015
"Jefferson",0.313368989393106
"Dubuque",0.313178050597114
"Madison",0.313038642882829
"Lorain",0.312543279769337
"Sarpy",0.311931204638387
"Gloucester",0.311070991911531
"Johnson",0.30983225383577
"Bureau",0.309372077589559
"Washington",0.309033630775697
"Richland",0.308812190577553
"Yates",0.30825760705814
"El Paso",0.308245165722245
"Leelanau",0.30799632046322
"Grundy",0.307687773489284
"Clinton",0.306949663022166
"Peoria",0.306316150620556
"Meriwether",0.305742329418952
"Chambers",0.305345332589514
"Orange",0.305219041520159
"Mercer",0.304880723581369
"Campbell",0.304761079755882
"El Paso",0.304292332057011
"Clark",0.302672708204846
"Hardee",0.30247819353635
"Steuben",0.30247818520658
"Estill",0.302020627020893
"Pickens",0.301233724906913
"Hart",0.30056617974856
"Richland",0.300098702546905
"Vermilion",0.299881224111056
"Perry",0.299805188080084
"Howard",0.298922186828699
"Brevard",0.298171643683266
"Hamilton",0.297621677344421
"Montgomery",0.297534476974594
"Branch",0.297210762848275
"Jackson",0.297180766510062
"Vermillion",0.297116480787107
"St. Joseph",0.296463308836178
"Hoke",0.295779131425854
"Iberville",0.295687099927446
"Coffey",0.295178285104258
"Powhatan",0.29440353399649
"Davidson",0.294076853970395
"Blair",0.293423373650431
"McLean",0.292930519598552
"Ottawa",0.29245768937959
"Napa",0.292406768416619
"Montour",0.291967357706534
"Cattaraugus",0.291925771143434
"Cole",0.29033119745452
"Franklin",0.290018446552829
"Haywood",0.289202051380396
"Dakota",0.288818987307676
"Taylor",0.288801190614962
"Tuolumne",0.288589734440447
"Spencer",0.288513662966326
"McCracken",0.288291641186682
"Grafton",0.286894821317062
"Lafayette",0.286843925275502
"Oconee",0.286601867053238
"Marion",0.286582869828712
"Wyoming",0.285905877922583
"Bennington",0.285172513074994
"Macon",0.285072220106704
