"NAME","n_facilities_within_5km","near_pps"
"King and Queen",4,TRUE
"Chelan",4,TRUE
"Fremont",4,TRUE
"Washington",4,TRUE
"Jefferson",4,TRUE
"Murray",4,TRUE
"Spencer",4,TRUE
"Box Elder",4,TRUE
"Bibb",4,TRUE
"Brooks",4,TRUE
"Marion",4,TRUE
"Watonwan",4,TRUE
"Monroe",4,TRUE
"Bamberg",4,TRUE
"Allendale",4,TRUE
"Robertson",4,TRUE
"Young",4,TRUE
"Bee",4,TRUE
"Chaffee",4,TRUE
"Rosebud",4,TRUE
"Adams",4,TRUE
"Grant",4,TRUE
"Colfax",4,TRUE
"Putnam",4,TRUE
"Mineral",4,TRUE
"Marion",4,TRUE
"Mendocino",4,TRUE
"Sequoyah",4,TRUE
"Flathead",4,TRUE
"Clinton",4,TRUE
"Glenn",4,TRUE
"Comal",4,TRUE
"Muskogee",4,TRUE
"King William",4,TRUE
"Greenup",4,TRUE
"Surry",4,TRUE
"Gadsden",4,TRUE
"Union",4,TRUE
"Lincoln",4,TRUE
"Camden",4,TRUE
"Baca",4,TRUE
"Prowers",4,TRUE
"Charlotte",4,TRUE
"Itasca",4,TRUE
"Canyon",4,TRUE
"Las Animas",4,TRUE
"Johnson",4,TRUE
"Cass",4,TRUE
"Platte",4,TRUE
"Sarpy",4,TRUE
"Dixon",4,TRUE
"Washington",4,TRUE
"Jones",4,TRUE
"Fannin",4,TRUE
"Carroll",4,TRUE
"Henry",4,TRUE
"Marshall",4,TRUE
"Crawford",4,TRUE
"Fayette",4,TRUE
"Finney",4,TRUE
"Lyon",4,TRUE
"Portsmouth",4,TRUE
"Wahkiakum",4,TRUE
"Forrest",4,TRUE
"Lake",4,TRUE
"Mason",4,TRUE
"St. Francois",4,TRUE
"Shelby",4,TRUE
"Woodford",4,TRUE
"Independence",4,TRUE
"Otoe",4,TRUE
"Upson",4,TRUE
"Sedgwick",4,TRUE
"Hancock",4,TRUE
"Marshall",4,TRUE
"Wise",4,TRUE
"St. James",4,TRUE
"Kenosha",4,TRUE
"Pulaski",4,TRUE
"Grundy",4,TRUE
"Palo Alto",4,TRUE
"Hardin",4,TRUE
"Cherokee",4,TRUE
"Pocahontas",4,TRUE
"Madison",4,TRUE
"Polk",4,TRUE
"Clark",4,TRUE
"Sullivan",4,TRUE
"Lawrence",4,TRUE
"Campbell",4,TRUE
"Nodaway",4,TRUE
"Fayette",4,TRUE
"Pike",4,TRUE
"Howard",4,TRUE
"Winneshiek",4,TRUE
"Clayton",4,TRUE
"Franklin",4,TRUE
"Hart",4,TRUE
"Winnebago",4,TRUE
"Monroe",4,TRUE
"Newton",4,TRUE
"Troup",4,TRUE
"Harney",4,TRUE
"Dillon",4,TRUE
"Sherman",4,TRUE
"McDonough",4,TRUE
"Garza",4,TRUE
"Knox",4,TRUE
"Shackelford",4,TRUE
"Barnes",4,TRUE
"Miami",4,TRUE
"Osceola",4,TRUE
"Lackawanna",4,TRUE
"Otter Tail",4,TRUE
"Todd",4,TRUE
"Branch",4,TRUE
"Iosco",4,TRUE
"Lamar",4,TRUE
"San Miguel",4,TRUE
"Midland",4,TRUE
"Cuming",4,TRUE
"Fisher",4,TRUE
"Clarke",4,TRUE
"Cheboygan",4,TRUE
"Cedar",4,TRUE
"Nye",4,TRUE
"Wyoming",4,TRUE
"Abbeville",4,TRUE
"Lorain",4,TRUE
"Deaf Smith",4,TRUE
"Clark",4,TRUE
"Preston",4,TRUE
"Washington",4,TRUE
"Stevens",4,TRUE
"Carroll",4,TRUE
"Macon",4,TRUE
"Bedford",4,TRUE
"Tallapoosa",4,TRUE
"Llano",4,TRUE
"Thurston",4,TRUE
"Kimball",4,TRUE
"Johnson",4,TRUE
"Tom Green",4,TRUE
"Buena Vista",4,TRUE
"O'Brien",4,TRUE
"Logan",4,TRUE
"Lincoln",4,TRUE
"Crosby",4,TRUE
"Lebanon",4,TRUE
"Crow Wing",4,TRUE
"Floyd",4,TRUE
"Limestone",4,TRUE
"Ouachita",4,TRUE
"Marshall",4,TRUE
"Lauderdale",4,TRUE
"McNairy",4,TRUE
"Kent",4,TRUE
"Cobb",4,TRUE
"Hood",4,TRUE
"Kemper",4,TRUE
"Greene",4,TRUE
"St. Croix",4,TRUE
"Roanoke",4,TRUE
"Dickey",4,TRUE
"Madison",4,TRUE
"Miami",4,TRUE
"Hardin",4,TRUE
"Chilton",4,TRUE
"Burnett",4,TRUE
"Manistee",4,TRUE
"Montgomery",4,TRUE
"Covington",4,TRUE
"Dawson",4,TRUE
"Newaygo",4,TRUE
"Miller",3,TRUE
"Mississippi",3,TRUE
"La Plata",3,TRUE
"Citrus",3,TRUE
"Lee",3,TRUE
"Glynn",3,TRUE
"Shelby",3,TRUE
"Washington",3,TRUE
"Caddo",3,TRUE
"Lowndes",3,TRUE
"Lincoln",3,TRUE
"Grand Traverse",3,TRUE
"Maverick",3,TRUE
"Juab",3,TRUE
"Northampton",3,TRUE
"Pleasants",3,TRUE
"Calhoun",3,TRUE
"Jackson",3,TRUE
"Washington",3,TRUE
"Delaware",3,TRUE
"Osage",3,TRUE
"Mercer",3,TRUE
"Sanders",3,TRUE
"Kiowa",3,TRUE
"Kershaw",3,TRUE
"Williamsburg",3,TRUE
"Kaufman",3,TRUE
"Lee",3,TRUE
"Warren",3,TRUE
"Eau Claire",3,TRUE
"Madison",3,TRUE
"Coconino",3,TRUE
"Apache",3,TRUE
"Desha",3,TRUE
"Benton",3,TRUE
"Delaware",3,TRUE
"Carteret",3,TRUE
"Georgetown",3,TRUE
"Carter",3,TRUE
"Hawkins",3,TRUE
"Blount",3,TRUE
"Caribou",3,TRUE
"Harrison",3,TRUE
"Emmet",3,TRUE
"Nemaha",3,TRUE
"East Feliciana",3,TRUE
"St. Mary's",3,TRUE
"Polk",3,TRUE
"Warren",3,TRUE
"New Madrid",3,TRUE
"Big Horn",3,TRUE
"Roosevelt",3,TRUE
"Cape May",3,TRUE
"San Juan",3,TRUE
"Talbot",3,TRUE
"Shelby",3,TRUE
"Mason",3,TRUE
"Wetzel",3,TRUE
"Wood",3,TRUE
"Uinta",3,TRUE
"White",3,TRUE
"Calhoun",3,TRUE
"Loudon",3,TRUE
"Otsego",3,TRUE
"Otsego",3,TRUE
"Chenango",3,TRUE
"Crawford",3,TRUE
"Montgomery",3,TRUE
"Leelanau",3,TRUE
"Macomb",3,TRUE
"Carbon",3,TRUE
"Franklin",3,TRUE
"Williams",3,TRUE
"Okanogan",3,TRUE
"Marion",3,TRUE
"Stafford",3,TRUE
"Page",3,TRUE
"Culpeper",3,TRUE
"Dinwiddie",3,TRUE
"Fayette",3,TRUE
"Natrona",3,TRUE
"Caroline",3,TRUE
"Whitfield",3,TRUE
"Oconee",3,TRUE
"Bannock",3,TRUE
"Stark",3,TRUE
"Allen",3,TRUE
"Crook",3,TRUE
"Jefferson",3,TRUE
"Jasper",3,TRUE
"Culberson",3,TRUE
"Gunnison",3,TRUE
"Brazos",3,TRUE
"San Jacinto",3,TRUE
"Cass",3,TRUE
"Hinds",3,TRUE
"Garfield",3,TRUE
"Clearfield",3,TRUE
"Buckingham",3,TRUE
"Lincoln",3,TRUE
"Kanawha",3,TRUE
"Sierra",3,TRUE
"Lee",3,TRUE
"Bates",3,TRUE
"Lafayette",3,TRUE
"Jackson",3,TRUE
"Traill",3,TRUE
"Bryan",3,TRUE
"Kleberg",3,TRUE
"Baraga",3,TRUE
"Scott",3,TRUE
"Randall",3,TRUE
"Powhatan",3,TRUE
"Okaloosa",3,TRUE
"Little River",3,TRUE
"Daviess",3,TRUE
"Frederick",3,TRUE
"Teton",3,TRUE
"Benton",3,TRUE
"Greenbrier",3,TRUE
"Dunklin",3,TRUE
"Blaine",3,TRUE
"Clay",3,TRUE
"Parmer",3,TRUE
"St. Charles",3,TRUE
"Estill",3,TRUE
"Acadia",3,TRUE
"York",3,TRUE
"Sac",3,TRUE
"Gwinnett",3,TRUE
"Baylor",3,TRUE
"Madison",3,TRUE
"Newton",3,TRUE
"Albemarle",3,TRUE
"Madison",3,TRUE
"Hancock",3,TRUE
"Vanderburgh",3,TRUE
"Vermillion",3,TRUE
"Des Moines",3,TRUE
"Alcona",3,TRUE
"Clark",3,TRUE
"Saluda",3,TRUE
"Hyde",3,TRUE
"Oneida",3,TRUE
"Erath",3,TRUE
"Emporia",3,TRUE
"Ward",3,TRUE
"Seneca",3,TRUE
"Conejos",3,TRUE
"Snyder",3,TRUE
"Rio Grande",3,TRUE
"Franklin",3,TRUE
"Saline",3,TRUE
"Isabella",3,TRUE
"Carroll",3,TRUE
"Wapello",3,TRUE
"Clinton",3,TRUE
"Wexford",3,TRUE
"Putnam",3,TRUE
"Polk",3,TRUE
"Knox",3,TRUE
"Brown",3,TRUE
"Norfolk",3,TRUE
"Ellsworth",3,TRUE
"Gallatin",3,TRUE
"Columbiana",3,TRUE
"Clermont",3,TRUE
"Monroe",3,TRUE
"Fulton",3,TRUE
"Beaver",3,TRUE
"Fulton",3,TRUE
"Carroll",3,TRUE
"Piatt",3,TRUE
"Jessamine",3,TRUE
"Lamb",3,TRUE
"Baker",3,TRUE
"McLean",3,TRUE
"Edgefield",3,TRUE
"Kewaunee",3,TRUE
"Codington",3,TRUE
"Pend Oreille",3,TRUE
"Madison",3,TRUE
"Greene",3,TRUE
"Jefferson",3,TRUE
"Floyd",3,TRUE
"Ida",3,TRUE
"Chickasaw",3,TRUE
"Harper",3,TRUE
"Allen",3,TRUE
"Hidalgo",3,TRUE
"McKinley",3,TRUE
"Ellis",3,TRUE
"Fannin",3,TRUE
"Yoakum",3,TRUE
"Toole",3,TRUE
"Forsyth",3,TRUE
"Yankton",3,TRUE
"Humboldt",3,TRUE
"Hillsdale",3,TRUE
"Montgomery",3,TRUE
"Cavalier",3,TRUE
"Richmond",3,TRUE
"Roberts",3,TRUE
"Christian",3,TRUE
"Sawyer",3,TRUE
"Jackson",3,TRUE
"Platte",3,TRUE
"Crawford",3,TRUE
"Cumberland",3,TRUE
"Radford",3,TRUE
"Adams",3,TRUE
"Marshall",3,TRUE
"Roger Mills",3,TRUE
"Virginia Beach",3,TRUE
"Salem",3,TRUE
"Lincoln",3,TRUE
"Cole",3,TRUE
"Knox",3,TRUE
"Stutsman",3,TRUE
"Washington",3,TRUE
"Missaukee",3,TRUE
"Midland",3,TRUE
"Ionia",3,TRUE
"Putnam",3,TRUE
"Van Buren",3,TRUE
"Audrain",3,TRUE
"Shelby",3,TRUE
"Noble",3,TRUE
"Mineral",3,TRUE
"Choctaw",3,TRUE
"Boone",3,TRUE
"Schoharie",3,TRUE
"Furnas",3,TRUE
"Elbert",3,TRUE
"Shawnee",3,TRUE
"Terrell",3,TRUE
"Edgar",3,TRUE
"Barrow",3,TRUE
"Wichita",3,TRUE
"Calhoun",3,TRUE
"Barton",3,TRUE
"Stewart",3,TRUE
"Coffee",3,TRUE
"Dodge",3,TRUE
"Irion",3,TRUE
"Brule",3,TRUE
"Martin",3,TRUE
"Stark",3,TRUE
"Throckmorton",3,TRUE
"Ellis",3,TRUE
"Reno",3,TRUE
"Frio",3,TRUE
"Somervell",3,TRUE
"Pershing",3,TRUE
"Jackson",3,TRUE
"Grundy",3,TRUE
"Logan",3,TRUE
"Wythe",3,TRUE
"Ross",3,TRUE
"DeKalb",3,TRUE
"Covington",3,TRUE
"Mecosta",3,TRUE
"Sweet Grass",3,TRUE
"Stillwater",3,TRUE
"LaGrange",3,TRUE
"Hale",3,TRUE
"Gloucester",3,TRUE
"Scioto",3,TRUE
"Oconto",3,TRUE
"Waukesha",3,TRUE
"Price",3,TRUE
"Custer",3,TRUE
"Warrick",3,TRUE
"Skamania",3,TRUE
"Gosper",3,TRUE
"Macon",3,TRUE
"Panola",3,TRUE
"Lawrence",3,TRUE
"Washita",3,TRUE
"Iowa",3,TRUE
"Randolph",3,TRUE
"Switzerland",3,TRUE
"Albany",3,TRUE
"Franklin",3,TRUE
"Waller",3,TRUE
"Clark",3,TRUE
"Franklin",3,TRUE
"Taylor",2,TRUE
"Liberty",2,TRUE
"Franklin",2,TRUE
"Clark",2,TRUE
"Clearwater",2,TRUE
"Monroe",2,TRUE
"Le Flore",2,TRUE
"Choctaw",2,TRUE
"Union",2,TRUE
"Marion",2,TRUE
"Tooele",2,TRUE
"Essex",2,TRUE
"Mason",2,TRUE
"Boone",2,TRUE
"Trempealeau",2,TRUE
"Teton",2,TRUE
"Douglas",2,TRUE
"Clear Creek",2,TRUE
"Delta",2,TRUE
"Wakulla",2,TRUE
"Tattnall",2,TRUE
"Cook",2,TRUE
"Kiowa",2,TRUE
"Grant",2,TRUE
"Ohio",2,TRUE
"St. Martin",2,TRUE
"Kanabec",2,TRUE
"Chariton",2,TRUE
"Deer Lodge",2,TRUE
"Wilkes",2,TRUE
"Pennington",2,TRUE
"Knox",2,TRUE
"Winkler",2,TRUE
"Elbert",2,TRUE
"Chicot",2,TRUE
"Sebastian",2,TRUE
"Carroll",2,TRUE
"Clay",2,TRUE
"Pamlico",2,TRUE
"McCurtain",2,TRUE
"Warren",2,TRUE
"Brewster",2,TRUE
"San Juan",2,TRUE
"Washington",2,TRUE
"Gila",2,TRUE
"Posey",2,TRUE
"Wilcox",2,TRUE
"Vernon",2,TRUE
"Lowndes",2,TRUE
"Cape Girardeau",2,TRUE
"St. Louis",2,TRUE
"Putnam",2,TRUE
"Butler",2,TRUE
"Thayer",2,TRUE
"Wayne",2,TRUE
"Bryan",2,TRUE
"Brantley",2,TRUE
"Greene",2,TRUE
"Boise",2,TRUE
"Tipton",2,TRUE
"McPherson",2,TRUE
"Muhlenberg",2,TRUE
"Bossier",2,TRUE
"Iberia",2,TRUE
"Red River",2,TRUE
"Alleghany",2,TRUE
"Lancaster",2,TRUE
"Ferry",2,TRUE
"Washington",2,TRUE
"Ouachita",2,TRUE
"Benton",2,TRUE
"DeKalb",2,TRUE
"Meigs",2,TRUE
"Austin",2,TRUE
"Callahan",2,TRUE
"Cherokee",2,TRUE
"Rankin",2,TRUE
"Perry",2,TRUE
"Camden",2,TRUE
"Haywood",2,TRUE
"Steele",2,TRUE
"Pawnee",2,TRUE
"McClain",2,TRUE
"Stephens",2,TRUE
"Erie",2,TRUE
"Weakley",2,TRUE
"Door",2,TRUE
"Hempstead",2,TRUE
"Summit",2,TRUE
"Lake",2,TRUE
"Russell",2,TRUE
"Tucker",2,TRUE
"Davis",2,TRUE
"Gibson",2,TRUE
"Franklin",2,TRUE
"Nicholas",2,TRUE
"Idaho",2,TRUE
"Ashley",2,TRUE
"McCormick",2,TRUE
"Charles Mix",2,TRUE
"Cass",2,TRUE
"Patrick",2,TRUE
"Appling",2,TRUE
"Calhoun",2,TRUE
"Yazoo",2,TRUE
"DeKalb",2,TRUE
"Saline",2,TRUE
"Lake",2,TRUE
"Clarion",2,TRUE
"Roane",2,TRUE
"Polk",2,TRUE
"Tyler",2,TRUE
"Menard",2,TRUE
"Pierce",2,TRUE
"Stanley",2,TRUE
"Smith",2,TRUE
"Rhea",2,TRUE
"Hamblen",2,TRUE
"Freestone",2,TRUE
"Attala",2,TRUE
"Saunders",2,TRUE
"Eureka",2,TRUE
"Wagoner",2,TRUE
"Dallas",2,TRUE
"Lawrence",2,TRUE
"Union",2,TRUE
"Caroline",2,TRUE
"Wilkinson",2,TRUE
"Pottawatomie",2,TRUE
"Jefferson",2,TRUE
"Iron",2,TRUE
"Arkansas",2,TRUE
"Lake",2,TRUE
"Richland",2,TRUE
"King George",2,TRUE
"Dorchester",2,TRUE
"Sumner",2,TRUE
"Middlesex",2,TRUE
"St. Clair",2,TRUE
"Morris",2,TRUE
"Transylvania",2,TRUE
"Summit",2,TRUE
"Cheyenne",2,TRUE
"Jefferson",2,TRUE
"Fayette",2,TRUE
"Ashland",2,TRUE
"Morgan",2,TRUE
"Lauderdale",2,TRUE
"Jackson",2,TRUE
"Jackson",2,TRUE
"Refugio",2,TRUE
"Clark",2,TRUE
"Judith Basin",2,TRUE
"Wilson",2,TRUE
"Erie",2,TRUE
"De Soto",2,TRUE
"Pike",2,TRUE
"Bayfield",2,TRUE
"Oglethorpe",2,TRUE
"Rapides",2,TRUE
"Grimes",2,TRUE
"Hyde",2,TRUE
"Bent",2,TRUE
"Gulf",2,TRUE
"Morgan",2,TRUE
"Marshall",2,TRUE
"Madison",2,TRUE
"Wasco",2,TRUE
"Huntingdon",2,TRUE
"Carbon",2,TRUE
"Jackson",2,TRUE
"Seminole",2,TRUE
"Tuscaloosa",2,TRUE
"Dale",2,TRUE
"Jefferson",2,TRUE
"Sioux",2,TRUE
"Montgomery",2,TRUE
"Cherokee",2,TRUE
"Koochiching",2,TRUE
"Johnson",2,TRUE
"Burt",2,TRUE
"Howell",2,TRUE
"Cass",2,TRUE
"Barton",2,TRUE
"Clark",2,TRUE
"Franklin",2,TRUE
"Duval",2,TRUE
"Hardin",2,TRUE
"Limestone",2,TRUE
"Collier",2,TRUE
"Clay",2,TRUE
"Putnam",2,TRUE
"Stephens",2,TRUE
"Payette",2,TRUE
"Johnston",2,TRUE
"Santa Cruz",2,TRUE
"Columbia",2,TRUE
"Monroe",2,TRUE
"Venango",2,TRUE
"Bailey",2,TRUE
"Cheyenne",2,TRUE
"Jones",2,TRUE
"Lanier",2,TRUE
"Glades",2,TRUE
"Clay",2,TRUE
"Henry",2,TRUE
"Lincoln",2,TRUE
"Marion",2,TRUE
"Elk",2,TRUE
"Rush",2,TRUE
"Smith",2,TRUE
"Lawrence",2,TRUE
"Garfield",2,TRUE
"Mercer",2,TRUE
"Randolph",2,TRUE
"Bartow",2,TRUE
"Susquehanna",2,TRUE
"Hancock",2,TRUE
"Franklin",2,TRUE
"Custer",2,TRUE
"Hardeman",2,TRUE
"Yell",2,TRUE
"Monroe",2,TRUE
"Russell",2,TRUE
"Mitchell",2,TRUE
"Wilson",2,TRUE
"Gonzales",2,TRUE
"Cumberland",2,TRUE
"Trimble",2,TRUE
"Fayette",2,TRUE
"Jackson",2,TRUE
"Ware",2,TRUE
"Aurora",2,TRUE
"Crisp",2,TRUE
"Lafayette",2,TRUE
"Warren",2,TRUE
"Rush",2,TRUE
"Saline",2,TRUE
"Gem",2,TRUE
"Pope",2,TRUE
"Cleburne",2,TRUE
"Cass",2,TRUE
"Benton",2,TRUE
"Union",2,TRUE
"Scott",2,TRUE
"Wright",2,TRUE
"Jackson",2,TRUE
"Dickinson",2,TRUE
"Beckham",2,TRUE
"Republic",2,TRUE
"Hardeman",2,TRUE
"Coosa",2,TRUE
"Walker",2,TRUE
"Eddy",2,TRUE
"Ralls",2,TRUE
"Wallowa",2,TRUE
"Lincoln",2,TRUE
"Red Willow",2,TRUE
"Nemaha",2,TRUE
"Richardson",2,TRUE
"Bristol",2,TRUE
"Houghton",2,TRUE
"Brown",2,TRUE
"Bonner",2,TRUE
"Marion",2,TRUE
"Henderson",2,TRUE
"Washington",2,TRUE
"Burke",2,TRUE
"Gallia",2,TRUE
"Appomattox",2,TRUE
"Sussex",2,TRUE
"Ochiltree",2,TRUE
"Floyd",2,TRUE
"Washington",2,TRUE
"Goochland",2,TRUE
"Preble",2,TRUE
"Crawford",2,TRUE
"St. Johns",2,TRUE
"Ashtabula",2,TRUE
"Moffat",2,TRUE
"Rio Blanco",2,TRUE
"Chattahoochee",2,TRUE
"Waushara",2,TRUE
"Washburn",2,TRUE
"Craighead",2,TRUE
"Lawrence",2,TRUE
"Echols",2,TRUE
"Baxter",2,TRUE
"Gaines",2,TRUE
"Delaware",2,TRUE
"Giles",2,TRUE
"Pitkin",2,TRUE
"Petersburg",2,TRUE
"Laclede",2,TRUE
"Livingston",2,TRUE
"Tuscarawas",2,TRUE
"Washington",2,TRUE
"Scotts Bluff",2,TRUE
"Schleicher",2,TRUE
"Licking",2,TRUE
"Pickaway",2,TRUE
"Lehigh",2,TRUE
"Delaware",2,TRUE
"Swift",2,TRUE
"McIntosh",2,TRUE
"Morrow",2,TRUE
"Leavenworth",2,TRUE
"Cherokee",2,TRUE
"Marshall",2,TRUE
"Pontotoc",2,TRUE
"Carter",2,TRUE
"Marengo",2,TRUE
"Haskell",2,TRUE
"De Baca",2,TRUE
"Harrison",2,TRUE
"Butler",2,TRUE
"Holt",2,TRUE
"Buchanan",2,TRUE
"Lafayette",2,TRUE
"Valley",2,TRUE
"Comanche",2,TRUE
"McCulloch",2,TRUE
"Briscoe",2,TRUE
"Muskegon",2,TRUE
"Dubois",2,TRUE
"Schley",2,TRUE
"Clay",2,TRUE
"Webster",2,TRUE
"Mahaska",2,TRUE
"Jasper",2,TRUE
"Rice",2,TRUE
"Boundary",2,TRUE
"Vernon",2,TRUE
"Marion",2,TRUE
"Morgan",2,TRUE
"Haskell",2,TRUE
"Lyon",2,TRUE
"Lapeer",2,TRUE
"Ringgold",2,TRUE
"Taney",2,TRUE
"Fountain",2,TRUE
"Boyd",2,TRUE
"Brown",2,TRUE
"Laurens",2,TRUE
"Christian",2,TRUE
"Gentry",2,TRUE
"Payne",2,TRUE
"Lincoln",2,TRUE
"Hardin",2,TRUE
"Golden Valley",2,TRUE
"Hays",2,TRUE
"Morgan",2,TRUE
"Washington",2,TRUE
"Putnam",2,TRUE
"Page",2,TRUE
"Bleckley",2,TRUE
"Hand",2,TRUE
"Parke",2,TRUE
"Atascosa",2,TRUE
"Gregg",2,TRUE
"Dimmit",2,TRUE
"Gray",2,TRUE
"Stonewall",2,TRUE
"Union",2,TRUE
"Buffalo",2,TRUE
"Garvin",2,TRUE
"Stanton",2,TRUE
"Santa Fe",2,TRUE
"Cedar",2,TRUE
"Jackson",2,TRUE
"Harrisonburg",2,TRUE
"Becker",2,TRUE
"Mille Lacs",2,TRUE
"Wyandot",2,TRUE
"White",2,TRUE
"Huron",2,TRUE
"Clayton",2,TRUE
"Lamar",2,TRUE
"Martinsville",2,TRUE
"Highland",2,TRUE
"Griggs",2,TRUE
"Gogebic",2,TRUE
"Shenandoah",2,TRUE
"Lyon",2,TRUE
"Oceana",2,TRUE
"Hall",2,TRUE
"Manassas Park",2,TRUE
"Mills",2,TRUE
"Hettinger",2,TRUE
"Muskingum",2,TRUE
"Perry",2,TRUE
"Chickasaw",2,TRUE
"Stafford",2,TRUE
"Hall",2,TRUE
"Potter",2,TRUE
"Crittenden",2,TRUE
"Lawrence",2,TRUE
"Lawrence",2,TRUE
"Seward",2,TRUE
"Dearborn",2,TRUE
"McHenry",2,TRUE
"Jackson",2,TRUE
"Morgan",2,TRUE
"Colquitt",2,TRUE
"Louisa",2,TRUE
"Butts",2,TRUE
"Buchanan",2,TRUE
"Clarke",2,TRUE
"Bourbon",2,TRUE
"McCracken",2,TRUE
"Anderson",2,TRUE
"Barber",2,TRUE
"Coahoma",2,TRUE
"Kendall",2,TRUE
"Green",2,TRUE
"St. Francis",2,TRUE
"Madison",2,TRUE
"Woods",2,TRUE
"Macoupin",2,TRUE
"Chambers",2,TRUE
"Sumter",1,TRUE
"Alpine",1,TRUE
"San Miguel",1,TRUE
"Wallace",1,TRUE
"DeSoto",1,TRUE
"Wilkinson",1,TRUE
"Beaverhead",1,TRUE
"Valley",1,TRUE
"Deuel",1,TRUE
"Grand Forks",1,TRUE
"Pembina",1,TRUE
"Bon Homme",1,TRUE
"McPherson",1,TRUE
"Red River",1,TRUE
"Morgan",1,TRUE
"Ouray",1,TRUE
"Warren",1,TRUE
"Valley",1,TRUE
"Natchitoches",1,TRUE
"Oscoda",1,TRUE
"Gallatin",1,TRUE
"Meagher",1,TRUE
"Broadwater",1,TRUE
"York",1,TRUE
"Meade",1,TRUE
"Lyman",1,TRUE
"Humphreys",1,TRUE
"Cheatham",1,TRUE
"Dickens",1,TRUE
"Kimble",1,TRUE
"Leon",1,TRUE
"Camp",1,TRUE
"Titus",1,TRUE
"Foard",1,TRUE
"Duchesne",1,TRUE
"Garfield",1,TRUE
"Highland",1,TRUE
"Barbour",1,TRUE
"Walton",1,TRUE
"Charlton",1,TRUE
"Lemhi",1,TRUE
"Nez Perce",1,TRUE
"Madison",1,TRUE
"Union",1,TRUE
"Routt",1,TRUE
"Walsh",1,TRUE
"McKenzie",1,TRUE
"Clatsop",1,TRUE
"Giles",1,TRUE
"Bowie",1,TRUE
"Uintah",1,TRUE
"Rich",1,TRUE
"Dickenson",1,TRUE
"Wabash",1,TRUE
"Plymouth",1,TRUE
"Cullman",1,TRUE
"Macon",1,TRUE
"Concordia",1,TRUE
"Hale",1,TRUE
"Presque Isle",1,TRUE
"Cook",1,TRUE
"Norman",1,TRUE
"Washington",1,TRUE
"Claiborne",1,TRUE
"Richland",1,TRUE
"White Pine",1,TRUE
"Gilmer",1,TRUE
"Toombs",1,TRUE
"Emanuel",1,TRUE
"Marion",1,TRUE
"Pawnee",1,TRUE
"Riley",1,TRUE
"Nelson",1,TRUE
"Scott",1,TRUE
"Bath",1,TRUE
"Rowan",1,TRUE
"Evangeline",1,TRUE
"Grant",1,TRUE
"Northumberland",1,TRUE
"Kitsap",1,TRUE
"Monroe",1,TRUE
"Crawford",1,TRUE
"Sheridan",1,TRUE
"Clark",1,TRUE
"Highlands",1,TRUE
"Union",1,TRUE
"Lincoln",1,TRUE
"Baldwin",1,TRUE
"Moore",1,TRUE
"McMinn",1,TRUE
"Rutherford",1,TRUE
"Bedford",1,TRUE
"Cocke",1,TRUE
"Coleman",1,TRUE
"Martin",1,TRUE
"Runnels",1,TRUE
"Brooks",1,TRUE
"Pennington",1,TRUE
"Leflore",1,TRUE
"Leake",1,TRUE
"Silver Bow",1,TRUE
"Seward",1,TRUE
"Keya Paha",1,TRUE
"Tyrrell",1,TRUE
"Pottawatomie",1,TRUE
"Union",1,TRUE
"Terrebonne",1,TRUE
"Sabine",1,TRUE
"Emmet",1,TRUE
"Kittson",1,TRUE
"Benton",1,TRUE
"Perry",1,TRUE
"Colleton",1,TRUE
"Presidio",1,TRUE
"Wise",1,TRUE
"Buchanan",1,TRUE
"Clallam",1,TRUE
"Woodruff",1,TRUE
"Saguache",1,TRUE
"Lunenburg",1,TRUE
"Covington",1,TRUE
"Randolph",1,TRUE
"Alexander",1,TRUE
"Bath",1,TRUE
"Harrison",1,TRUE
"Hernando",1,TRUE
"Bear Lake",1,TRUE
"Costilla",1,TRUE
"Jackson",1,TRUE
"Dare",1,TRUE
"Washington",1,TRUE
"Long",1,TRUE
"Menard",1,TRUE
"Ness",1,TRUE
"Madison",1,TRUE
"Bullitt",1,TRUE
"Taylor",1,TRUE
"Bourbon",1,TRUE
"Avoyelles",1,TRUE
"Madison",1,TRUE
"McCone",1,TRUE
"Chouteau",1,TRUE
"Wheeler",1,TRUE
"McDowell",1,TRUE
"Champaign",1,TRUE
"Grant",1,TRUE
"Juniata",1,TRUE
"White",1,TRUE
"Grainger",1,TRUE
"Colorado",1,TRUE
"Fremont",1,TRUE
"Delta",1,TRUE
"Hockley",1,TRUE
"Van Zandt",1,TRUE
"San Augustine",1,TRUE
"Sullivan",1,TRUE
"Raleigh",1,TRUE
"Choctaw",1,TRUE
"Charlevoix",1,TRUE
"Scott",1,TRUE
"Whitley",1,TRUE
"Schuyler",1,TRUE
"Rooks",1,TRUE
"Laurel",1,TRUE
"Bienville",1,TRUE
"Pacific",1,TRUE
"Conway",1,TRUE
"Lincoln",1,TRUE
"Charleston",1,TRUE
"Sabine",1,TRUE
"Pike",1,TRUE
"St. Landry",1,TRUE
"Liberty",1,TRUE
"DeKalb",1,TRUE
"Tensas",1,TRUE
"Pearl River",1,TRUE
"Park",1,TRUE
"Jefferson Davis",1,TRUE
"Upshur",1,TRUE
"Jefferson",1,TRUE
"Wheeler",1,TRUE
"Larue",1,TRUE
"Jerauld",1,TRUE
"Goliad",1,TRUE
"Botetourt",1,TRUE
"Seminole",1,TRUE
"Whitley",1,TRUE
"Sedgwick",1,TRUE
